Park,Date/Time,Wait Time
Universal Studios Singapore,2024-12-08 10:00:00,7
Universal Studios Singapore,2024-12-08 10:05:00,7
Universal Studios Singapore,2024-12-08 10:10:00,7
Universal Studios Singapore,2024-12-08 10:20:00,7
Universal Studios Singapore,2024-12-08 10:25:00,7
Universal Studios Singapore,2024-12-08 10:30:00,8
Universal Studios Singapore,2024-12-08 10:35:00,8
Universal Studios Singapore,2024-12-08 10:40:00,10
Universal Studios Singapore,2024-12-08 10:45:00,10
Universal Studios Singapore,2024-12-08 10:50:00,10
Universal Studios Singapore,2024-12-08 10:55:00,10
Universal Studios Singapore,2024-12-08 11:00:00,11
Universal Studios Singapore,2024-12-08 11:05:00,11
Universal Studios Singapore,2024-12-09 10:00:00,7
Universal Studios Singapore,2024-12-09 10:05:00,7
Universal Studios Singapore,2024-12-09 10:10:00,8
Universal Studios Singapore,2024-12-09 10:15:00,8
Universal Studios Singapore,2024-12-09 10:20:00,8
Universal Studios Singapore,2024-12-09 10:25:00,10
Universal Studios Singapore,2024-12-09 10:30:00,10
Universal Studios Singapore,2024-12-09 10:35:00,11
Universal Studios Singapore,2024-12-09 10:40:00,11
Universal Studios Singapore,2024-12-09 10:45:00,12
Universal Studios Singapore,2024-12-09 10:50:00,12
Universal Studios Singapore,2024-12-09 10:55:00,12
Universal Studios Singapore,2024-12-09 11:00:00,14
Universal Studios Singapore,2024-12-09 11:05:00,15
Universal Studios Singapore,2024-12-09 11:10:00,16
Universal Studios Singapore,2024-12-09 11:15:00,19
Universal Studios Singapore,2024-12-09 11:20:00,19
Universal Studios Singapore,2024-12-09 11:25:00,24
Universal Studios Singapore,2024-12-09 11:30:00,24
Universal Studios Singapore,2024-12-09 11:35:00,20
Universal Studios Singapore,2024-12-09 11:40:00,21
Universal Studios Singapore,2024-12-09 11:45:00,21
Universal Studios Singapore,2024-12-09 11:50:00,24
Universal Studios Singapore,2024-12-09 11:55:00,23
Universal Studios Singapore,2024-12-09 12:00:00,23
Universal Studios Singapore,2024-12-09 12:05:00,23
Universal Studios Singapore,2024-12-09 12:10:00,22
Universal Studios Singapore,2024-12-09 12:15:00,22
Universal Studios Singapore,2024-12-09 12:20:00,23
Universal Studios Singapore,2024-12-09 12:25:00,23
Universal Studios Singapore,2024-12-09 12:35:00,23
Universal Studios Singapore,2024-12-09 12:40:00,23
Universal Studios Singapore,2024-12-09 12:50:00,24
Universal Studios Singapore,2024-12-09 12:55:00,24
Universal Studios Singapore,2024-12-09 13:00:00,24
Universal Studios Singapore,2024-12-09 13:05:00,25
Universal Studios Singapore,2024-12-09 13:10:00,25
Universal Studios Singapore,2024-12-09 13:15:00,22
Universal Studios Singapore,2024-12-09 13:20:00,22
Universal Studios Singapore,2024-12-09 13:25:00,23
Universal Studios Singapore,2024-12-09 13:30:00,23
Universal Studios Singapore,2024-12-09 13:35:00,23
Universal Studios Singapore,2024-12-09 13:40:00,23
Universal Studios Singapore,2024-12-09 13:45:00,23
Universal Studios Singapore,2024-12-09 13:50:00,24
Universal Studios Singapore,2024-12-09 13:55:00,23
Universal Studios Singapore,2024-12-09 14:00:00,23
Universal Studios Singapore,2024-12-09 14:05:00,25
Universal Studios Singapore,2024-12-09 14:10:00,24
Universal Studios Singapore,2024-12-09 14:15:00,25
Universal Studios Singapore,2024-12-09 14:20:00,26
Universal Studios Singapore,2024-12-09 14:25:00,24
Universal Studios Singapore,2024-12-09 14:30:00,25
Universal Studios Singapore,2024-12-09 14:35:00,24
Universal Studios Singapore,2024-12-09 14:40:00,24
Universal Studios Singapore,2024-12-09 14:45:00,25
Universal Studios Singapore,2024-12-09 14:50:00,24
Universal Studios Singapore,2024-12-09 14:55:00,25
Universal Studios Singapore,2024-12-09 15:00:00,25
Universal Studios Singapore,2024-12-09 15:05:00,25
Universal Studios Singapore,2024-12-09 15:10:00,21
Universal Studios Singapore,2024-12-09 15:15:00,21
Universal Studios Singapore,2024-12-09 15:20:00,21
Universal Studios Singapore,2024-12-09 15:25:00,21
Universal Studios Singapore,2024-12-09 15:30:00,21
Universal Studios Singapore,2024-12-09 15:35:00,21
Universal Studios Singapore,2024-12-09 15:40:00,20
Universal Studios Singapore,2024-12-09 15:45:00,19
Universal Studios Singapore,2024-12-09 15:50:00,19
Universal Studios Singapore,2024-12-09 15:55:00,21
Universal Studios Singapore,2024-12-09 16:00:00,19
Universal Studios Singapore,2024-12-09 16:05:00,19
Universal Studios Singapore,2024-12-09 16:10:00,19
Universal Studios Singapore,2024-12-09 16:20:00,19
Universal Studios Singapore,2024-12-09 16:25:00,18
Universal Studios Singapore,2024-12-09 16:30:00,18
Universal Studios Singapore,2024-12-09 16:35:00,18
Universal Studios Singapore,2024-12-09 16:40:00,17
Universal Studios Singapore,2024-12-09 16:45:00,17
Universal Studios Singapore,2024-12-09 16:50:00,17
Universal Studios Singapore,2024-12-09 16:55:00,17
Universal Studios Singapore,2024-12-09 17:00:00,17
Universal Studios Singapore,2024-12-09 17:05:00,17
Universal Studios Singapore,2024-12-09 17:10:00,17
Universal Studios Singapore,2024-12-09 17:15:00,17
Universal Studios Singapore,2024-12-09 17:20:00,15
Universal Studios Singapore,2024-12-09 17:25:00,15
Universal Studios Singapore,2024-12-09 17:35:00,15
Universal Studios Singapore,2024-12-09 17:40:00,15
Universal Studios Singapore,2024-12-09 17:45:00,18
Universal Studios Singapore,2024-12-09 17:50:00,18
Universal Studios Singapore,2024-12-09 17:55:00,16
Universal Studios Singapore,2024-12-15 10:00:00,7
Universal Studios Singapore,2024-12-15 10:05:00,6
Universal Studios Singapore,2024-12-15 10:10:00,7
Universal Studios Singapore,2024-12-15 10:15:00,7
Universal Studios Singapore,2024-12-15 10:20:00,7
Universal Studios Singapore,2024-12-15 10:25:00,7
Universal Studios Singapore,2024-12-15 10:30:00,8
Universal Studios Singapore,2024-12-15 10:35:00,8
Universal Studios Singapore,2024-12-15 10:40:00,8
Universal Studios Singapore,2024-12-15 10:45:00,8
Universal Studios Singapore,2024-12-15 10:50:00,8
Universal Studios Singapore,2024-12-15 10:55:00,10
Universal Studios Singapore,2024-12-15 11:00:00,10
Universal Studios Singapore,2024-12-15 11:05:00,10
Universal Studios Singapore,2024-12-15 11:10:00,10
Universal Studios Singapore,2024-12-15 11:15:00,11
Universal Studios Singapore,2024-12-15 11:20:00,14
Universal Studios Singapore,2024-12-15 11:25:00,14
Universal Studios Singapore,2024-12-15 11:30:00,14
Universal Studios Singapore,2024-12-15 11:35:00,14
Universal Studios Singapore,2024-12-15 11:40:00,14
Universal Studios Singapore,2024-12-15 11:45:00,14
Universal Studios Singapore,2024-12-15 11:50:00,13
Universal Studios Singapore,2024-12-15 12:00:00,13
Universal Studios Singapore,2024-12-15 12:05:00,11
Universal Studios Singapore,2024-12-15 12:10:00,11
Universal Studios Singapore,2024-12-15 12:15:00,11
Universal Studios Singapore,2024-12-15 12:20:00,12
Universal Studios Singapore,2024-12-15 12:25:00,12
Universal Studios Singapore,2024-12-15 12:30:00,12
Universal Studios Singapore,2024-12-15 12:35:00,12
Universal Studios Singapore,2024-12-15 12:45:00,12
Universal Studios Singapore,2024-12-15 12:50:00,12
Universal Studios Singapore,2024-12-15 12:55:00,12
Universal Studios Singapore,2024-12-15 13:00:00,10
Universal Studios Singapore,2024-12-15 13:05:00,11
Universal Studios Singapore,2024-12-15 13:10:00,12
Universal Studios Singapore,2024-12-15 13:15:00,12
Universal Studios Singapore,2024-12-15 13:20:00,12
Universal Studios Singapore,2024-12-15 13:25:00,13
Universal Studios Singapore,2024-12-15 13:30:00,13
Universal Studios Singapore,2024-12-15 13:35:00,13
Universal Studios Singapore,2024-12-15 13:40:00,13
Universal Studios Singapore,2024-12-15 13:45:00,13
Universal Studios Singapore,2024-12-15 13:50:00,13
Universal Studios Singapore,2024-12-15 13:55:00,14
Universal Studios Singapore,2024-12-15 14:00:00,14
Universal Studios Singapore,2024-12-15 14:05:00,16
Universal Studios Singapore,2024-12-15 14:10:00,15
Universal Studios Singapore,2024-12-15 14:15:00,15
Universal Studios Singapore,2024-12-15 14:20:00,15
Universal Studios Singapore,2024-12-15 14:25:00,15
Universal Studios Singapore,2024-12-15 14:30:00,16
Universal Studios Singapore,2024-12-15 14:35:00,16
Universal Studios Singapore,2024-12-15 14:40:00,16
Universal Studios Singapore,2024-12-15 14:45:00,16
Universal Studios Singapore,2024-12-15 14:50:00,15
Universal Studios Singapore,2024-12-15 14:55:00,15
Universal Studios Singapore,2024-12-15 15:00:00,12
Universal Studios Singapore,2024-12-15 15:05:00,12
Universal Studios Singapore,2024-12-15 15:10:00,12
Universal Studios Singapore,2024-12-15 15:15:00,11
Universal Studios Singapore,2024-12-15 15:25:00,13
Universal Studios Singapore,2024-12-15 15:30:00,13
Universal Studios Singapore,2024-12-15 15:35:00,13
Universal Studios Singapore,2024-12-15 15:40:00,13
Universal Studios Singapore,2024-12-15 15:45:00,12
Universal Studios Singapore,2024-12-15 15:55:00,12
Universal Studios Singapore,2024-12-15 16:00:00,13
Universal Studios Singapore,2024-12-15 16:05:00,13
Universal Studios Singapore,2024-12-15 16:10:00,13
Universal Studios Singapore,2024-12-31 10:00:00,9
Universal Studios Singapore,2024-12-31 10:05:00,9
Universal Studios Singapore,2024-12-31 10:10:00,10
Universal Studios Singapore,2024-12-31 10:15:00,9
Universal Studios Singapore,2024-12-31 10:20:00,9
Universal Studios Singapore,2024-12-31 10:25:00,9
Universal Studios Singapore,2024-12-31 10:30:00,10
Universal Studios Singapore,2024-12-31 10:35:00,9
Universal Studios Singapore,2024-12-31 10:40:00,12
Universal Studios Singapore,2024-12-31 10:45:00,12
Universal Studios Singapore,2024-12-31 10:50:00,12
Universal Studios Singapore,2024-12-31 10:55:00,17
Universal Studios Singapore,2024-12-31 11:00:00,17
Universal Studios Singapore,2024-12-31 11:05:00,17
Universal Studios Singapore,2024-12-31 11:10:00,19
Universal Studios Singapore,2024-12-31 11:20:00,20
Universal Studios Singapore,2024-12-31 11:25:00,21
Universal Studios Singapore,2024-12-31 11:30:00,23
Universal Studios Singapore,2024-12-31 11:45:00,25
Universal Studios Singapore,2024-12-31 11:50:00,25
Universal Studios Singapore,2024-12-31 12:00:00,23
Universal Studios Singapore,2024-12-31 12:05:00,23
Universal Studios Singapore,2024-12-31 12:10:00,25
Universal Studios Singapore,2024-12-31 12:15:00,25
Universal Studios Singapore,2024-12-31 12:20:00,24
Universal Studios Singapore,2024-12-31 12:25:00,27
Universal Studios Singapore,2024-12-31 12:30:00,27
Universal Studios Singapore,2024-12-31 12:35:00,27
Universal Studios Singapore,2024-12-31 12:40:00,29
Universal Studios Singapore,2024-12-31 12:45:00,30
Universal Studios Singapore,2024-12-31 12:50:00,29
Universal Studios Singapore,2024-12-31 12:55:00,28
Universal Studios Singapore,2024-12-31 13:00:00,30
Universal Studios Singapore,2024-12-31 13:05:00,31
Universal Studios Singapore,2024-12-31 13:10:00,31
Universal Studios Singapore,2024-12-31 13:15:00,30
Universal Studios Singapore,2024-12-31 13:20:00,30
Universal Studios Singapore,2024-12-31 13:25:00,28
Universal Studios Singapore,2024-12-31 13:30:00,27
Universal Studios Singapore,2024-12-31 13:35:00,26
Universal Studios Singapore,2024-12-31 13:40:00,26
Universal Studios Singapore,2024-12-31 13:45:00,25
Universal Studios Singapore,2024-12-31 13:50:00,26
Universal Studios Singapore,2024-12-31 13:55:00,25
Universal Studios Singapore,2024-12-31 14:00:00,24
Universal Studios Singapore,2024-12-31 14:05:00,24
Universal Studios Singapore,2024-12-31 14:15:00,28
Universal Studios Singapore,2024-12-31 14:20:00,30
Universal Studios Singapore,2024-12-31 14:25:00,30
Universal Studios Singapore,2024-12-31 14:30:00,30
Universal Studios Singapore,2024-12-31 14:35:00,31
Universal Studios Singapore,2024-12-31 14:40:00,31
Universal Studios Singapore,2024-12-31 14:45:00,33
Universal Studios Singapore,2024-12-31 14:50:00,34
Universal Studios Singapore,2024-12-31 14:55:00,33
Universal Studios Singapore,2024-12-31 15:00:00,32
Universal Studios Singapore,2024-12-31 15:05:00,32
Universal Studios Singapore,2024-12-31 15:10:00,31
Universal Studios Singapore,2024-12-31 15:15:00,32
Universal Studios Singapore,2024-12-31 15:20:00,30
Universal Studios Singapore,2024-12-31 15:30:00,32
Universal Studios Singapore,2024-12-31 15:35:00,21
Universal Studios Singapore,2024-12-31 15:40:00,20
Universal Studios Singapore,2024-12-31 15:45:00,19
Universal Studios Singapore,2024-12-31 15:50:00,16
Universal Studios Singapore,2024-12-31 15:55:00,18
Universal Studios Singapore,2024-12-31 16:00:00,18
Universal Studios Singapore,2024-12-31 16:05:00,15
Universal Studios Singapore,2024-12-31 16:10:00,16
Universal Studios Singapore,2024-12-31 16:15:00,16
Universal Studios Singapore,2024-12-31 16:20:00,16
Universal Studios Singapore,2024-12-31 16:25:00,17
Universal Studios Singapore,2024-12-31 16:30:00,16
Universal Studios Singapore,2024-12-31 16:35:00,16
Universal Studios Singapore,2024-12-31 16:40:00,14
Universal Studios Singapore,2024-12-31 16:45:00,14
Universal Studios Singapore,2024-12-31 16:50:00,18
Universal Studios Singapore,2024-12-31 16:55:00,20
Universal Studios Singapore,2024-12-31 17:00:00,19
Universal Studios Singapore,2024-12-31 17:05:00,19
Universal Studios Singapore,2024-12-31 17:10:00,18
Universal Studios Singapore,2024-12-31 17:15:00,19
Universal Studios Singapore,2024-12-31 17:20:00,22
Universal Studios Singapore,2024-12-31 17:25:00,25
Universal Studios Singapore,2024-12-31 17:30:00,26
Universal Studios Singapore,2024-12-31 17:35:00,27
Universal Studios Singapore,2024-12-31 17:40:00,24
Universal Studios Singapore,2024-12-31 17:45:00,27
Universal Studios Singapore,2024-12-31 17:50:00,27
Universal Studios Singapore,2024-12-31 17:55:00,26
Universal Studios Singapore,2024-12-31 18:00:00,23
Universal Studios Singapore,2024-12-31 18:05:00,21
Universal Studios Singapore,2024-12-31 18:10:00,21
Universal Studios Singapore,2024-12-31 18:15:00,22
Universal Studios Singapore,2024-12-31 18:20:00,23
Universal Studios Singapore,2024-12-31 18:25:00,22
Universal Studios Singapore,2024-12-31 18:30:00,20
Universal Studios Singapore,2024-12-31 18:35:00,20
Universal Studios Singapore,2024-12-31 18:40:00,19
Universal Studios Singapore,2024-12-31 18:45:00,17
Universal Studios Singapore,2024-12-31 18:50:00,17
Universal Studios Singapore,2024-12-31 18:55:00,17
Universal Studios Singapore,2024-12-31 19:00:00,16
Universal Studios Singapore,2024-12-31 19:05:00,16
Universal Studios Singapore,2024-12-31 19:10:00,15
Universal Studios Singapore,2024-12-31 19:15:00,14
Universal Studios Singapore,2024-12-31 19:20:00,14
Universal Studios Singapore,2024-12-31 19:25:00,14
Universal Studios Singapore,2024-12-31 19:30:00,15
Universal Studios Singapore,2024-12-31 19:35:00,14
Universal Studios Singapore,2024-12-31 19:40:00,12
Universal Studios Singapore,2024-12-31 19:45:00,11
